"western half of Restigouche County | moitié ouest du comté de Restigouche; CMML : 'TRANSMIT.FPHX14.01.05.0255Z.AMD.xml'; Time zone | Fuseau horaire : Canada/Atlantic","Start | Début;End | Fin;Total accumulation min (mm) | Accumulation totale min (mm);Total accumulation max (mm | Accumulation totale max (mm);Hourly accumulation min (mm) | Accumulation horaire min (mm);Hourly accumulation max (mm) | Accumulation horaire max (mm);Precipitation type | Type de précipitation","","","","",""
2020-01-05T02:00:00Z,2020-01-06T10:00:00Z,0.00,0.00,0.00,0.00,N/A
