"Woodstock and Carleton County | Woodstock et comté de Carleton; CMML : 'TRANSMIT.FPHX14.01.05.0255Z.AMD.xml'; Time zone | Fuseau horaire : Canada/Atlantic","Start | Début;End | Fin;Wind speed min (km/h) | Vitesse du vent min (km/h);Wind speed max (km/h) | Vitesse du vent max (km/h);Wind direction | Direction du vent",""
2020-01-05T02:00:00Z,2020-01-05T06:00:00Z,0,0,nil
2020-01-05T06:00:00Z,2020-01-05T15:00:00Z,10,10,north
2020-01-05T15:00:00Z,2020-01-06T03:00:00Z,20,20,north
2020-01-06T03:00:00Z,2020-01-06T09:00:00Z,5,5,nil
2020-01-06T09:00:00Z,2020-01-06T10:00:00Z,10,10,northwest
