"Saint John and County | Saint John et le comté; CMML : 'TRANSMIT.FPHX14.01.05.0255Z.AMD.xml'; Time zone | Fuseau horaire : Canada/Atlantic","Start | Début;End | Fin;Wind gust min (km/h) | Vitesse des rafales min (km/h);Wind gust max (km/h) | Vitesse des rafales max (km/h)"
2020-01-05T02:00:00Z,2020-01-05T08:00:00Z,,
2020-01-05T08:00:00Z,2020-01-05T10:00:00Z,,
2020-01-05T10:00:00Z,2020-01-05T19:00:00Z,40,40
2020-01-05T19:00:00Z,2020-01-05T22:00:00Z,50,50
2020-01-05T22:00:00Z,2020-01-06T06:00:00Z,40,40
2020-01-06T06:00:00Z,2020-01-06T10:00:00Z,,
